Name,16_Avenue_Tiled_Steps,California_Academy_of_Sciences,Alcatraz_Island,Cable_Cars,Exploratorium,or5-Golden_Gate_Bridge,Golden_Gate_Park,Lands_End,Oracle_Park,Palace_of_Fine_Arts_Theatre,Twin_Peaks,Walt_Disney_Family_Museum,Ferry_Building_Marketplace,Lombard_Street,San_Francisco_Museum_of_Modern_Art_SFMOMA,Coit_Tower,Legion_of_Honor,San_Francisco_Bay,Pier_39,or1395-Museum_of_Ice_Cream,San_Francisco_Botanical_Garden,De_Young_Museum,Cable_Car_Museum,Presidio_of_San_Francisco,Baker_Beach,Angel_Island_State_Park,Mission_Dolores_Park,Fisherman_s_Wharf,Japanese_Tea_Garden,Ghirardelli_Square,Chinatown,Union_Square,Painted_Ladies,Haight_Ashbury
RealtorJim,50,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,
livelikeawong,50,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,
msucre55,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rufir,40,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
SurFun5389,40,,,,,,,,,,,,,,,,40,,,,,,,,,40,,,,,,,,
LeslieKchill,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sueelford,50,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,50,,,,
84wendir,50,,,,50,,,,,50,,,,,,50,,,,,,,,50,50,,,,,,,,,
Jebediah_Solomon,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice_D_8,40,,,,,,,,,,,,,,,40,,,,,,,50,,,,,,,40,,40,30,40
Carlypom,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,
guruhuey,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASR94109,40,,,,,,,,,,,,50,,,,50,,,,50,,,,,,,,,,,50,,
309PeggyO,50,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,
484Michelle,40,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,
bonscribbler,40,,50,50,,,,,,,,,40,,,,,,40,,40,,40,,,,,,,,,,40,
jasonwF7679BW,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kat_van_Groove,50,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,
25kyleb,40,,,,,,,,,50,,,,,,50,,,,,,,,,,,,,,,,,,
939christap,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SouthwestLivingTV,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vpul29,40,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,
709jayg,40,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,
MapleLeafGirl02,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stevesE6943BQ,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travellingpants87,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195byronm,50,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
tkwitt,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrittanyAdventures,50,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,30,40,50
mthrift,50,,,,,,,,,50,50,,,,,,50,,,,50,50,,,,,,,50,,,,,
4_Aussies_inOz,50,,,,,,,50,,,,,,,,,,,,,,,50,,,,,,,,,,30,
larryk196,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331cassandrab,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,50,30,
535sl,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsgillis,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,
and_heartz,50,,,,,,,,,40,50,,,,,,,,,,,,,,,,,,40,,,,30,50
mynamehere2013,50,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,
Seamsplitter,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916rossf,50,,,,,,,,,50,50,50,,,,50,,50,,,,,,50,50,,,,,,,,,
DebA895,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mrssick,40,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,50,
ClassicTheatre,50,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
US-Addict,50,,,,,,,,,,,,,,20,,50,,,,40,50,,,,,,,,,,,,
Palmgirl33,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,
PattynLu,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicbrownphoto,40,,,,40,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,
pamela655,50,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
562jennyb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kapshure,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrantS670,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
biker5152,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeeA254,40,,,,50,,,,,,,30,,,,,,,,,,,,,,,,,,30,,,,
Liz123802,40,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,
jenhaug,50,,,,,,,50,,,,,,,,50,,,,,,,50,,50,,,,,,,,,
Shawna1030,50,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,30,,20,,
Avrilx,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,
Sharrol7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeresaArnburg,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Londongal_10,50,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
JustOneSFC,50,,,,50,,,,,,,,50,,,,50,,,,50,,,,,,50,,,,,,,
464lisae,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
guptaashok_0511,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
lowcochica,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4416COgaryw,50,,,,,,,,,,,50,,,,,,,,,,40,,40,,,,,,,,,,
295janitas,50,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
mitravel206,50,,,,,,,50,,,,,,,,,,,,,,,,50,,,,,,,,,,
poyarekar,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lt840,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicchic,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glitteratzzi,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rachellei2015,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyrok595,50,,,,30,,,,,50,,,,,,50,,,,,,,,,,,,,,,,,,40
N6779IXmartinb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xty314,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,30,,50,,50
aliyyaha2015,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChairWell,30,,,,,,,,,50,,,,,,,50,,,,,,,,,,,,,,,,,
JeriLG,50,,,,,,,50,50,50,50,,,,,,,,,,,50,,50,40,,40,,,,,,,
Taylordds,50,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loriw132,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smchaels,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJWTP49,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snookiet,50,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,
mkaiser57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jessd197,50,,,,,,,,,,,,,,,,,,,,,,50,,50,,,,40,50,,,,40
azen11,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frugalgirl125,50,,,,50,,,,,,,,,,,,,,,,,,50,,,,,,,20,,,,
ciaran11,40,,,,,,,,,,,,,,,,50,,,,,50,,,,,,,,,,,,
codish,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ninasche117,40,,,,,,,50,,30,,,,,,,,,,,,,,,,50,,,,,,,,
Turbowerbo,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
awm1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WickedCakes,50,,,,,,,,,40,,,,,,40,,,,,,40,,,,,,,,,,,,
espy610,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NycLwl,40,,,,,,,,,40,,,,,,,,,,,,,,,,,,,40,,,,,
atastefortravels,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,40,30
Fabulous-Mr,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lakitalki,50,,,,,,,,,,,,,,,,,,,,,40,,,,40,,,,,,,,
thewinsomewench,30,,,,,,,,,,50,,,,,,,,,,,,,,,,,,40,,,,,
Kymmerrlee,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheels264,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,
Barba753,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eveybp,40,,,,50,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,
466vickid,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kathye438,50,,,,,,,,,50,,,,,,,50,,,,,,,50,,,,,,,,,,
jlantern3,40,,,,40,,,50,,40,,,,,,,,,,,,40,40,40,40,,40,,40,40,,,40,
ShellyDias,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
painnurse,40,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,
PalapaBound,50,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
driveforshow,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vicxsf,50,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
lknouse,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
becsamaryllis,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBZEROSKIDD10,30,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,
135RussellP,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andymarriott90,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JustAnotherTraveler1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariya1981,50,,,,,,,50,,,,,,,,,40,,,,,30,,,,,,,,,,,,
AnnaBrandao,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RonCentralCA,50,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,
bdavis6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skywalker102014,50,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,50,,,,
87StephanieB,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KarinPOA,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MargieRibton,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377GaryD377,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmmmargot,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yogacoffee,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wayfaringstranger31,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jvalliant,50,,,,,,,50,,50,,,,,,,,,,,,,,,,,50,,,,,,,
Alisoniponi,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169nancyg,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tapestries,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC7100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
davesatl,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
niceguynsf2016,50,,,,50,,,,,40,,,,,,,50,,,,,,,,,,50,,,,,,,
liquidmj,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVJoe,40,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,
melaneee2014,50,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,
clmillea,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miss_muriel,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StephenL155,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLeTourneau5,50,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,
stampy1974,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariano67,50,,,,,,,50,,,,50,,,,,,,,,50,50,,,,,,,,,,,,
esuing,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lily4112010,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDZatSF,50,,,,50,,50,50,50,,50,,,,50,50,50,,50,,50,50,,50,50,50,40,50,50,40,50,50,40,50
Jimcycles,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travelmeisteren,30,,,,,,,50,,,50,,,,,,,,,,,,,50,40,,,,,,,,40,40
BaileyPugs,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,
bbb57aolcom,50,,,,,,,,,,,,,,,,,,,,,,40,40,,40,,,,,,40,40,
kazza_oz,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alibarbaraMilwaukee,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JillP583,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amandaf926,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suitscase,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristintravels,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RaewynG6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1597VEjillb,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skeifhtnv,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822ReneeS,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rocor335,50,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,
MaryKop,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES859,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicole_Serna,50,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,
scubamom1970,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N0amL,40,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,
mickonrun,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153emilyw,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpringZephyr,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkinridger,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkNYTraveler,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wanderlusts_12,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweet_pack_fan,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aarond712,30,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
photosbyalexandria,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKF,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California_momofsix,50,,,,,,,,,,,,,,,,40,,,,,50,,,,,,,,,,,,
RobertG768,40,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,40,,
Lenastt,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AshleynR,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PokeyandGumbyTravel,50,,,,,,,,,,,,,,,,,,,,,50,,,50,30,,,,,,,,
KatieM434,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heddywill,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DonnaM195,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldTraveler9,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juliahY2880SQ,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EmilyJoan82,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kokotravels,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vroc5569,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardengel-IoW,,50,,40,,,50,,,,,30,,,30,,,,40,,30,40,,30,,,,,,,,,,
C5243YKjeanb,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arizonaroad2015,,40,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,
pdm535,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598susieh,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131joseantonioa,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiamegg,,50,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,50,,,
kelshutch,,40,,,,,,,,,,,50,,,,,,40,,,,,,,,,,,,,,,
365tamis,,50,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
FellowTraveler733393,,50,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LisaP4130,,20,,,,,,,,,,,,,,,,,,,40,,,40,40,,,40,,,,,,
vincentcP7017RB,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D571KHmichelleg,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaleo808,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rachelsmith5691,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nealb441,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiona790,,50,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CapitanJimmy,,50,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,
MrPipKins,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadowboxer8,,50,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clawson,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG35,,50,,,50,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,
Excursion475552,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PasadenaCat,,50,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,
vaugkimb,,50,50,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elissa76,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sojourner818,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
augustus111,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnjanManda,,50,,,,,40,,,40,,,,,,,,,,,40,40,,,,,,,40,,,,,
traceyr523,,50,50,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,
tahoefamily2002,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnavn,,50,,,,,,,,50,,,,40,,,,,,,,,,,,,,,50,,,,,
KathyQ1121,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triphoss,,50,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,
BusyLizz,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbi1526,,50,,40,,,,,,,,,,30,,,,,,,,,,,,,,30,,,,,,
O5230AYkarenr,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265micheleh,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KidzTraveler,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O8610TQjanea,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nicoleg176,,50,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuckyPierre_11,,50,,,40,,50,,,50,,40,50,,,,,,,,,,50,50,,,40,,,40,50,,,
jennaphant,,50,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
stupricer,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EagleFlyer,,50,,,,,,,,,,,,,,50,,,40,,,,,,,,,,,,,,,
18AndrewP,,40,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travelhungry2014,,50,,50,,50,50,,,,,50,,,20,,,,,,50,,50,,,,,40,,,,,,
jessicalI1269RH,,50,,40,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,
srU4622PF,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715ruthw,,50,50,,,50,,,,,,,,,,,,,,,,,50,,,,,,,,,,,
terrys2017,,50,50,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Locksbottom,,30,50,50,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,
DaveV995,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travelermomus,,50,50,30,,50,,,,,,,,,,,,,50,,,,,,,,,,,,50,50,,
karenmF7877BG,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deeallen79,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
francismelissab2018,,50,50,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
Elaine_Exmoor,,40,50,50,,,,,,,,,50,,,,,,,,,,50,,,,,,,,,,,
CSMUSA,,50,50,50,,50,50,,,,50,,,40,,50,,,30,,,,,50,50,,,50,,50,50,,,
cool_satchmo,,50,50,,,,,,,,,,30,,,,,,40,,,30,,,,,,,,,,,,
suzannevic2r,,50,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GalileuG,,50,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,
B9443ORadrians,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rossh31,,50,,,,40,,,,,,,50,,,,,,30,,,,,,,,,40,,,,,,
cherylyosh,,50,,,50,,50,,,,,,,,,,50,50,40,,,50,,,,,,50,,,,,,
ElaineB311,,50,,,50,,50,50,,,,,,,,,,,30,,,,,50,,,,,,,50,,,
miris2013,,50,,,50,50,50,,,,40,,,,50,50,,,,,40,50,,,,,,,,,,,,
tinkati,,50,50,50,,50,50,,,,,,50,50,,50,,,40,,,,,,,,,50,,,50,,,40
GVad_The_Pilot,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rugbyperson,,50,40,,,,,,,,40,,,40,,,,,,,,,,,,,,40,,,30,,,
15averilh,,50,50,,,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
twysted2015,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happytourist52,,40,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
jackiecR1143BA,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2399UHgiovannig,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3afoodLuvr,,40,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
Kelleygirl2,,50,,,,50,50,,,40,,,40,,,40,,50,,,,50,,,,,,,50,,,,,
revuncledoc,,50,,,50,,50,,,,40,,40,40,40,50,,50,,,,40,,,,,40,,40,,50,,,
ald233,,30,,50,,,,,40,,,,30,,,,,,30,,,30,,,,,,40,,,,,,
patmA5196XE,,50,,50,,,40,,,,,,,,,,,,,,,40,,,,,,,,,,,,
L5217IGanastasias,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travelhappyhc,,50,50,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adfhbstrgf,,50,,,40,,,,,,,,,,,,,,40,,,,,,,,,40,,30,,,,
skipdoak,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoannePYoung,,50,50,30,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,
shadiabo,,40,,50,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
lenamarquez1,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoggdds,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9Mermaid,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wendyd0202,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jilliesl,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
ShoaibShawoo,,50,,40,,50,50,,,,,,,40,,,,,50,,,,,,,,,,,,,40,,
HannaBragberg,,40,,10,40,,,,,,,,,30,,,,50,40,,,,,,,,,30,,,,,,
jserramcorder,,40,,,,,,50,,,,30,,,,,40,,,,30,40,,,30,30,,,,,,,40,
cmc082019,,50,,50,50,50,50,,,,,,,50,,50,,,50,,,,50,,,50,,50,,,,,,
redhead_roaming,,30,,,,,40,50,,,,,,,,,,,,,,,,,,,,,,,,,,
TS1362015,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneMagicBox,,50,50,,,,50,,,,,,50,,,,,,,,,,,,,,,40,50,,,,,
BigCheeks,,50,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,
celestej354,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoophag,,50,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,
NorahM26,,50,,50,,50,,,,,50,,,,,,,,50,,,,,,,,,,,,,,,
MercedesEA,,30,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,
JonRadoff,,50,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,
mamiab,,50,50,50,50,50,,,,,,,50,50,50,,,,40,,,,50,,,,,20,,,,,,
MarieV1275,,50,,,,50,50,,,,,,50,,50,40,50,,40,,,50,,,,,,40,,,,,,
Mwuusa2019,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I7697MCrobertag,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarams,,50,,30,,50,50,,,,40,,,,,,,,40,,,,,,,,50,,30,,,,,
LoopsterLou9,,50,,20,,30,,,,,,,,40,50,,,,,,,,,,,,,,,40,,,,
lex_loci_david,,50,,10,,,,,,,50,,,10,,,,,40,,,,,,,,,,,,,,,
vhargans,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reijob,,40,,,40,40,,,,,,,,,,,,,40,,,,,,,,,40,,,,,,
N7036WXkarens,,50,,,,50,,,,,,,,,50,,,,,,,,,,,,,50,,,,,,
AndrewHHJ,,50,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,
Patwardhan,,40,,,,,50,50,,,50,,50,50,,,,,,,,,,,,,40,50,50,,,,,
soybean96,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,
863zoer,,50,30,,,50,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
endac2018,,50,40,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRYANT161,,50,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,
471frankiej,,40,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,
