User_Name,"Dragon Beaux, San Francisco","Seven Hills, San Francisco","Acquerello, San Francisco","Betty Lou's Seafood and Grill, San Francisco","Sweet Maple, San Francisco","Ristorante Franchino, San Francisco","Harborview Restaurant & Bar, San Francisco","Nob Hill Cafe, San Francisco","Piccolo Forno, San Francisco","Lapisara Eatery, San Francisco","Coqueta, San Francisco","Anchor Oyster Bar & Seafood Market, San Francisco","ALX by Alexander's Steakhouse, San Francisco","Hollywood Cafe, San Francisco","Off the Grid: Fort Mason Center, San Francisco","Pacific Catch, San Francisco","Mersea Restaurant, San Francisco","Quince, San Francisco","The Grotto, San Francisco","Hog Island Oyster Company, San Francisco","Boulevard, San Francisco","Chapeau!, San Francisco","The House, San Francisco","Delancey Street Restaurant, San Francisco",SPIN San Francisco,"Chez Maman, San Francisco","Mo's Grill, San Francisco","Burma Superstar Restaurant, San Francisco","L'ardoise Bistro, San Francisco","La Ciccia, San Francisco","New Thai Elephant, San Francisco","E Tutto Qua, San Francisco","Pacific Cafe, San Francisco","Kokkari Estiatorio, San Francisco","Eight Am, San Francisco","Jeanne D'Arc Restaurant, San Francisco","Pier Market Seafood Restaurant, San Francisco"
JustSome1Travelling,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riny,,5.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,5.0,,,
Ghofmann111,,5.0,3.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Ghofmann111,,5.0,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
honeybadger77,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostrider5408,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
Namourvivi,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark W,,5.0,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
JVM-Milford-MI,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JVM-Milford-MI,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarshmallowMountain,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
Rian C,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.0,,,
Sam D,,5.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
RP3x454,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ally3330,,4.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
paul1009,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carolaR4653CG,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rfigari,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SiobhanIreland_13,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aidanoe,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
santagaryfe,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry R,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoldenRose13,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853selenah,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flee9876,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBG2012,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William R,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GurdishSa,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,
35leeannw,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,
jambord,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
622RichardL,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sueb123563,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588carolec,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaydeeHanson,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseann R,,5.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
Linden B,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johan N,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jsteinberg48,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Angel511,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665ruths,,5.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
plpark55,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDRJ,,5.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastal579347,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sue O,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sue O,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
belleville31,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayochuchu,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m2HI,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
vahank2013,,5.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
teresas330,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382candacea,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric B,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAVELNOW585,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pamelal25,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David006789,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
realChrisZoller,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VirginiaRobert,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
329connier,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PalmettoBluff,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
bethgicquel,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QG100,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wanderingmillenial24,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sjansenavon,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flybysts,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bpbuckeye,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura F,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
amomx5,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jmc5606903,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383marilyn,,4.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
529helena,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529helena,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19adamn,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fkrasil,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
Fkrasil,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
jw9422,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HollyC757,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judygecko,,5.0,5.0,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,,,
clarkieUSA,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carlton96816,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z6025NDginas,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paperjukebox,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helena218,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard M,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,
Harry-inCR,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael s,,5.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
StarLady99,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old-guy11,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Soccertraveler1,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lectu,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnowsHowToTravel,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rohbogen,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yumthenreview,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deborahv234,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GwennS22,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwen D,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poilkj123,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aphillips61,,4.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
mikesprawls,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EJW3,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmostsf,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
sidvicicious,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacksonleavenworth,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
William B,,5.0,,3.0,,,,,,,,5.0,,,,,,,,5.0,,,,,,,,,,,,,5.0,5.0,,,
William B,,5.0,,3.0,,,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,5.0,5.0,,,
randyjacobsjr,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brianbribri,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael M,,5.0,,,,,,4.0,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,5.0,,,,,
connieg33,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl_The_Great,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmykeats,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luckylax,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dianne T,,4.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,4.0,,,,,,,,,
EKKColorado,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
larryw111,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cramsay1992,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88traveler_11,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhonda L,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaksan,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9gaylem,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cofamily3,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Caribmom6626,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
csw5,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7Asher,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRS-SJS,,5.0,,,,,,,,,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,5.0,
Amanda I,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOMike,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lakeviewlaw,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evelyne S,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smithra16,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmandaW257,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llp324,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilutz,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veronicasip,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNP1109,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc8670096,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186pablop,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiamNation,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iamarugger,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
Barbara A,,5.0,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
UCgrad,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E6112WKrobertd,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Kate D,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
barbdpayne,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TravelerJohn48,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
PlatinumHoney,,4.0,,,5.0,,,4.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
Michael B,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antonio_guzman_r,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RosieandRobH,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KitKat_1955,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nancy P,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof K,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crescentan,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanmouss,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TimKidd,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Fred O,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635krism,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jellybeans99,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmyTRS,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harpo208,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mczw,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanski911,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97briane,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucyB79,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nero W,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dianebonvoyage,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91KatW,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marilena57,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
Craig K,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
EduardoC718,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campbellc44,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jessandjosh,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaliforniaFoodie,,5.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
176lees,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
denisebergen,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dimpleNYC,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat C,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kenc901,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A and Z,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy C,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SurfsUp60,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OConnell78,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beritrender,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nmre,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amyztravelz,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
50carlas,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adalbert3,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnA_Perth_85,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
eatwithshannon,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margaret B,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsanborn,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CathyA943,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon C,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTT1963,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795charlesc,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FarAwayEmerald,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
igors178,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amy N,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebraBogaards,,5.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
debsimmons,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfrare,,5.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly D,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thekellys5,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaspider26,,5.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
Qyng,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy S,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,
Randy S,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,
JmpPsu2004,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James F,,3.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,,,,3.0,,,4.0
Bicoastal2008,,4.0,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,
Bicoastal2008,,4.0,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,
Bicoastal2008,,4.0,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,
Bicoastal2008,,4.0,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,
Bicoastal2008,,4.0,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,
Bicoastal2008,,4.0,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,
relli1,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candace M,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852patm,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roberttO5735CI,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624chrissieb,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hugmee,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leslie H,,5.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
Chip144,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JandM730,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luismoralest,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDog007,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jazzfan647,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GobiGal14,,5.0,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
ChristopherZ_1230,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nina D,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FoodGrump,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jgfluyd,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonCharlesBourne,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millmattuk,,5.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,
Gilbert O,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilbert O,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedsman,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judith P,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
George A,,4.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
m c,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexandhoney,,5.0,5.0,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,
AnneSt01,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2VAGuys,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp49er80,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
cjglynn,,4.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,4.0,,,,,4.0,,,
cjglynn,,4.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,4.0,,,,,4.0,,,
Dennis B,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentakaniqi,,3.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
DRaymond,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRaymond,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
addrake,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LagunaWanderlust,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceilings,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
Ski_Brian,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike G,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
paxo212,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bobandrewsjr,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
acukiert,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NotEnoughHours,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven C,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShaylaW,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
jodyb245,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinkie2013,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pistolpete2015,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lolageeg,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
Sweetpea78746,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conrad H,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karen B,,5.0,,,4.0,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,
Nmurty,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winesnobs_Two,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAP,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
Hulu63,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vidalarn,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ottawatraveller86,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
CRPOxon,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLCJ54,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
155AS,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gailyn63,,4.0,4.0,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,4.0,,,,,,,,,
Gailyn63,,4.0,4.0,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,4.0,,,,,,,,,
